Station Code,Location,Grid Reference,Easting,Northing,Date,Time,Q,NO2-N (mg/l),Q,NO3-N (mg/l),Q,P(SOL) (mg/l),Q,P(TOT) (mg/l),Q,TON (mg/l)
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,06/05/1999,1230,,0.03,,1.1,,0.03,,0.07,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,06/06/1999,1525,,0.05,,1.16,,0.04,,0.11,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,06/07/1999,1345,,0.06,,0.79,,0.02,,0.11,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,04/08/1999,1520,,0.02,,0.64,,0.03,,0.11,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,05/09/1999,1450,,0.02,,0.86,,0.08,,0.14,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,29/09/1999,1450,<  ,0.02,,0.6,,0.06,,0.09,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,28/10/1999,1440,,0.04,,1.12,,0.06,,0.13,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,29/11/1999,1505,,0.02,,0.82,,0.1,,0.26,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,27/01/2000,1005,,0.018494,,1.41,,0.02,,,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,27/02/2000,1025,,0.019166,,0.93,,0.08,,,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,27/03/2000,1155,,0.033,,1.31,,0.05,,,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,25/04/2000,1115,,0.021,,0.97,,0.04,,,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,25/05/2000,1105,,0.031,,1.01,,0.05,,,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,28/06/2000,1145,,0.05,,0.41,,0.01,,,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,24/07/2000,1105,,0.001,<  ,0.05,<  ,0.01,,,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,24/08/2000,830,,0.032,,0.79,,0.08,,,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,25/09/2000,1010,,0.035,,0.73,,0.08,,,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,23/10/2000,1100,,0.0171,,0.84,,0.04,,,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,23/11/2000,930,,0.017,,1.09,,0.04,,,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,13/12/2000,845,,0.0151,,1.24,,0.05,,,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,24/01/2001,945,,0.021,,1.18,,0.07,,,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,23/02/2001,910,,0.0099,,1.41,,0.03,,,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,30/03/2001,1050,,0.0133,,1,,0.06,,,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,23/04/2001,930,,0.024,,1.34,,0.02,,,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,23/05/2001,945,,0.031,,0.9,,0.06,,,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,26/06/2001,1030,,0.028,,0.29,,0.56,,,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,25/07/2001,1000,,0.022,,0.54,,0.02,,,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,23/08/2001,900,,0.045,,0.49,,0.11,,,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,26/09/2001,1135,,0.009,<  ,0.05,,0.07,,,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,24/10/2001,1000,,0.029,,0.3,,0.09,,,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,22/11/2001,950,,0.019,,1.46,,0.04,,,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,11/12/2001,955,,0.019,,1.86,,0.05,,,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,29/01/2002,950,,0.029,,2.93,,0.04,,,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,26/02/2002,950,,0.015,,1.69,,0.08,,,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,26/03/2002,1045,,0.018,,1.59,,0.04,,,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,24/04/2002,940,,0.027,,1.36,,0.05,,,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,24/05/2002,950,,0.018,,0.83,,0.08,,,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,25/06/2002,1005,,0.033,,0.9,,0.07,,,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,24/07/2002,955,,0.057,,1.29,,0.08,,,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,22/08/2002,935,,0.023,,0.9,,0.05,,,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,17/09/2002,950,,0.021,,1.19,,0.08,,,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,17/10/2002,945,,0.034,,0.9,,0.09,,,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,18/11/2002,955,,0.012,,1.06,,0.07,,,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,17/12/2002,940,,0.022,,1.39,,0.05,,,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,27/01/2003,945,,0.014,,1.02,,0.05,,,,1.04
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,21/02/2003,950,,0.012,,1.35,,0.02,,,,1.36
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,20/03/2003,1020,,0.009,,1.27,,0.01,,,,1.28
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,23/04/2003,850,,0.013,,0.53,<  ,0.01,,,,0.54
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,27/05/2003,950,,0.012,,0.56,,0.05,,,,0.57
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,23/06/2003,1025,,0.025,,0.65,,0.03,,,,0.68
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,24/07/2003,1030,,0.024,,0.52,,0.09,,,,0.53
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,26/08/2003,1015,,0.01,,1.03,,0.05,,,,1.04
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,17/09/2003,949,,0.008,,0.48,,0.01,,,,0.49
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,16/10/2003,955,,0.018,,0.81,,0.06,,,,0.83
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,18/11/2003,1003,,0.015,,0.98,,0.07,,,,1
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,11/12/2003,1000,,0.02,,1.35,,0.02,,,,1.37
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,26/01/2004,1038,,0.018,,1.48,,0.05,,,,1.5
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,19/02/2004,1030,,0.016,,1.83,,0.04,,,,1.85
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,19/03/2004,1000,,0.013,,0.91,,0.06,,,,0.92
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,20/04/2004,1030,,0.016,,1.08,,,,,,1.1
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,21/05/2004,1007,,0.011,,0.56,,0.01,,,,0.57
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,16/06/2004,930,,0.006,<  ,0.05,<  ,0.01,,,<  ,0.05
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,15/07/2004,1035,,0.015,,0.08,,0.01,,,,0.09
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,16/08/2004,1105,,0.008,,0.19,,0.2,,,,0.19
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,21/09/2004,1001,,0.019,,0.77,,0.08,,,,0.79
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,20/10/2004,1000,,0.024,,1,,0.06,,,,1.02
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,12/11/2004,932,,0.013,,1.01,,0.05,,,,1.02
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,09/12/2004,1010,,0.016,,1.24,,0.05,,,,1.26
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,26/01/2005,1000,,0.013,,1.78,,0.05,,,,1.79
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,24/02/2005,935,,0.013,,1.7,,0.05,,,,1.71
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,25/03/2005,900,,0.015,,1.11,,0.06,,,,1.13
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,25/04/2005,1000,,0.017,,1.35,,0.05,,,,1.37
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,24/05/2005,1000,,0.014,,0.87,,0.02,,,,0.88
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,22/06/2005,1017,,0.034,,1.25,,0.04,,,,1.29
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,22/07/2005,1010,,0.023,,0.49,,0.02,,,,0.51
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,22/08/2005,1000,,0.011,,0.29,,0.03,,,,0.3
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,20/09/2005,1000,,0.017,,0.85,,0.08,,,,0.87
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,19/10/2005,1000,,0.014,,0.93,,0.08,,,,0.95
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,10/11/2005,1001,,0.014,,0.77,,0.09,,,,0.78
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,09/12/2005,1000,,0.002,,0.42,,0.03,,,,0.42
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,25/01/2006,1000,,0.012,,1.9,,0.04,,,,1.91
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,24/02/2006,1000,,0.011,,1.77,,0.03,,,,1.78
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,27/03/2006,930,,0.015,,2.03,,0.03,,,,2.05
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,27/04/2006,930,,0.011,,1.32,,0.03,,,,1.33
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,26/05/2006,720,,0.01,,0.83,,0.04,,,,0.84
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,22/06/2006,1220,,0.015,,1.06,,0.02,,,,1.07
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,26/07/2006,1205,,0.016,,0.11,,0.01,,,,0.13
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,23/08/2006,800,,0.013,,0.63,,0.07,,,,0.65
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,25/09/2006,1145,,0.033,,,,0.11,,,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,24/10/2006,1120,,,,,,0.06,,,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,23/11/2006,1140,,0.019,,1.75,,0.05,,,,1.77
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,11/12/2006,1140,,0.015,,1.82,,0.04,,,,1.83
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,23/02/2007,1120,,0.012,,1.61,,0.03,,,,1.62
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,29/03/2007,1130,,0.018,,1.65,,0.02,,,,1.67
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,23/04/2007,1040,,0.013,,1.12,<  ,0.01,,,,1.13
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,29/05/2007,1120,,0.016,,0.99,,0.04,,,,1.01
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,22/06/2007,1145,,0.032,,0.91,,0.07,,,,0.94
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,30/07/2007,1120,,0.021,,0.53,,0.05,,,,0.55
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,28/08/2007,1050,,0.028,,0.74,,0.05,,,,0.77
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,27/09/2007,1050,,0.041,,1.19,,0.1,,,,1.23
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,24/10/2007,1230,,0.028,,1.41,,0.06,,,,1.43
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,19/11/2007,1130,,0.023,,1.29,,0.12,,,,1.31
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,13/12/2007,1100,,0.015,,1.49,,0.06,,,,1.51
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,29/01/2008,1125,,0.014,,1.53,,0.04,,,,1.55
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,27/02/2008,1055,,0.019,,1.12,,0.04,,,,1.14
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,31/03/2008,1045,,0.012,,0.79,,0.03,,,,0.8
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,24/04/2008,1135,,0.015,,0.57,<  ,0.01,,,,0.58
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,29/05/2008,1045,,0.016,,0.25,,0.02,,,,0.27
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,25/06/2008,1105,,0.013,<  ,0.05,,0.02,,,,0.06
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,28/07/2008,1030,,0.045,,0.88,,0.07,,,,0.93
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,22/08/2008,1100,,0.01,,0.19,,0.09,,,,0.2
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,25/09/2008,1145,,0.025,,0.81,,0.05,,,,0.84
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,21/10/2008,1110,,0.023,,0.9,,0.04,,,,0.93
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,14/11/2008,1050,,0.014,,0.69,,0.04,,,,0.71
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,15/12/2008,1105,,0.01,,0.86,,0.05,,,,0.88
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,27/01/2009,1130,,0.009,,0.99,,0.03,,,,1
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,25/02/2009,1115,,0.013,,1.27,,0.02,,,,1.28
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,25/03/2009,1120,,0.01,,0.97,,0.02,,,,0.98
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,23/04/2009,1110,,0.012,,0.57,,0.02,,,,0.58
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,28/05/2009,1000,,0.015,,0.7,,0.02,,,,0.71
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,24/06/2009,1120,,0.031,,1.03,,0.04,,,,1.06
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,27/07/2009,1105,,0.027,,0.44,,0.07,,,,0.47
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,21/08/2009,1100,,0.025,,0.56,,0.11,,,,0.58
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,24/09/2009,1125,,0.029,,0.79,,0.03,,,,0.82
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,20/10/2009,1120,,0.017,,0.97,,0.04,,,,0.99
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,13/11/2009,1130,,0.007,,0.49,,0.05,,,,0.5
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,14/12/2009,1100,,0.012,,0.83,,0.03,,,,0.85
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,27/01/2010,1120,,0.011,,0.91,,0.03,,,,0.92
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,24/02/2010,1145,,0.009,,0.95,,0.02,,,,0.96
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,22/03/2010,1150,,0.014,,1.11,,0.01,,,,1.12
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,22/04/2010,1105,,0.011,,0.79,<  ,0.01,,,,0.81
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,25/05/2010,1115,,0.018,,0.4,,0.01,,,,0.42
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,22/06/2010,1055,,0.015,<  ,0.05,<  ,0.01,,,<  ,0.05
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,26/07/2010,1120,,0.072,,1.11,,0.12,,,,1.18
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,23/08/2010,1035,,0.013,,0.54,,0.07,,,,0.55
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,23/09/2010,1130,,0.012,,0.56,,0.06,,,,0.57
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,18/10/2010,1120,,0.021,,0.72,,0.04,,,,0.74
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,09/11/2010,1120,,0.009,,0.68,,0.05,,,,0.69
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,13/12/2010,1115,,0.008,,1.07,,0.03,,,,1.08
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,25/01/2011,1020,,0.013,,1.43,,0.03,,,,1.44
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,23/02/2011,950,,0.01,,0.9,,0.02,,,,0.91
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,24/03/2011,1025,<  ,0.006,,1.02,,0.02,,,,1.03
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,18/04/2011,910,,0.015,,0.9,,0.03,,,,0.91
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,26/05/2011,1015,,0.009,,0.61,,0.04,,,,0.62
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,21/06/2011,1025,,0.021,,0.68,,0.06,,,,0.7
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,25/07/2011,845,,0.022,,0.57,,0.02,,,,0.59
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,24/08/2011,1035,,0.022,,0.63,,0.06,,,,0.65
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,20/09/2011,1030,,0.008,,0.44,,0.06,,,,0.45
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,19/10/2011,1040,,0.007,,0.52,,0.08,,,,0.53
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,17/11/2011,1030,,0.025,,0.85,,0.04,,,,0.87
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,12/12/2011,1045,,0.009,,0.92,,0.04,,,,0.93
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,25/01/2012,950,,0.014,,0.91,,0.03,,,,0.92
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,21/02/2012,1050,,0.011,,0.76,,0.03,,,,0.77
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,22/03/2012,925,,0.01,,0.87,,0.02,,,,0.88
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,17/04/2012,1025,<  ,0.006,,0.52,<  ,0.01,,,,0.53
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,15/05/2012,1130,,0.015,,0.8,,0.01,,,,0.81
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,20/06/2012,1025,,0.008,,0.45,,0.03,,,,0.46
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,16/07/2012,1255,,0.019,,0.7,,0.03,,,,0.72
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,15/08/2012,1040,,0.023,,0.75,,0.11,,,,0.77
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,10/09/2012,1105,,0.016,,0.64,,0.03,,,,0.66
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,11/10/2012,1020,,0.008,,0.47,,0.04,,,,0.48
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,05/11/2012,1055,,0.008,,0.43,,0.04,,,,0.44
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,06/12/2012,1055,,0.012,,0.61,,0.03,,,,0.62
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,23/01/2013,1030,,0.009,,0.71,,0.03,,,,0.72
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,26/02/2013,1000,,,,,<  ,0.01,,,,
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,21/03/2013,1015,,0.011,,0.74,,0.01,,,,0.75
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,16/04/2013,1050,,0.011,,0.85,<  ,0.01,,,,0.86
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,14/05/2013,1015,,0.013,,0.52,,0.03,,,,0.53
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,25/06/2013,1015,,0.021,,0.56,,0.03,,,,0.58
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,10/07/2013,1050,,0.057,,0.91,,0.04,,,,0.97
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,14/08/2013,1015,,0.025,,0.3,,0.02,,,,0.32
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,09/09/2013,1050,,0.02,,0.46,,0.04,,,,0.48
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,10/10/2013,1125,,0.024,,0.74,,0.07,,,,0.76
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,04/11/2013,1040,,0.013,,0.66,,0.04,,,,0.67
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,12/12/2013,1045,,0.027,,0.81,,0.03,,,,0.84
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,30/01/2014,1115,,0.012,,1.32,,0.04,,,,1.33
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,24/02/2014,1100,,0.014,,1.19,,0.03,,,,1.2
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,26/03/2014,1110,,0.011,,0.81,,0.03,,,,0.82
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,29/04/2014,1130,,0.014,,0.69,<  ,0.01,,,,0.7
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,20/05/2014,1130,,0.013,,0.58,,0.03,,,,0.59
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,23/06/2014,1120,,0.019,,0.22,<  ,0.01,,,,0.24
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,17/07/2014,1115,,0.026,,0.32,,0.02,,,,0.35
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,13/08/2014,1105,,0.025,,0.68,,0.08,,,,0.7
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,16/09/2014,1040,,0.014,,0.34,,0.03,,,,0.35
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,15/10/2014,1144,,0.009,,0.78,,0.05,,,,0.79
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,10/11/2014,1145,,0.022,,1.49,,0.11,,,,1.51
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,11/12/2014,1035,,0.016,,1.12,,0.06,,,,1.14
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,22/01/2015,1100,,0.011,,1.68,,0.04,,,,1.69
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,10/02/2015,1154,,0.012,,1.44,,0.03,,,,1.45
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,05/03/2015,1115,,0.015,,0.88,,0.03,,,,0.89
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,22/04/2015,1245,,0.008,,0.88,,0.02,,,,0.89
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,20/05/2015,1200,,0.012,,0.84,,0.02,,,,0.85
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,22/06/2015,1215,,0.014,,0.22,,0.01,,,,0.23
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,20/07/2015,953,,0.033,,0.62,,0.05,,,,0.65
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,06/08/2015,1155,,0.025,,0.41,,0.07,,,,0.43
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,09/09/2015,902,,0.03,,0.67,,0.05,,,,0.7
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,13/10/2015,1120,,0.03,,1.1,,0.04,,,,1.13
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,02/11/2015,1200,,0.013,,0.39,,0.07,,,,0.4
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,10/11/2015,1025,,0.014,,0.54,,0.07,,,,0.55
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,21/01/2016,0,<  ,0.005,,0.25,,0.03,,,,0.25
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,04/02/2016,0,,0.01,,0.72,,0.04,,,,0.73
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,14/03/2016,0,,0.013,,0.83,,0.03,,,,0.84
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,18/04/2016,0,,0.011,,0.65,,0.02,,,,0.66
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,03/05/2016,0,,0.013,,0.62,<  ,0.01,,,,0.63
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,15/06/2016,0,,0.021,,0.08,,0.03,,,,0.1
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,21/07/2016,0,,0.027,,0.41,,0.06,,,,0.44
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,03/08/2016,0,,0.028,,0.65,,0.07,,,,0.68
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,14/09/2016,933,,0.016,,0.37,,0.07,,,,0.39
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,19/10/2016,1148,,0.027,,0.73,,0.1,,,,0.76
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,27/10/2016,1054,,0.016,,0.57,,0.05,,,,0.59
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,08/12/2016,0,,0.018,,0.81,,0.03,,,,0.83
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,25/01/2017,955,,0.013,,0.98,,0.03,,,,0.99
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,21/02/2017,1228,,0.013,,0.99,,0.02,,,,1
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,23/03/2017,0,,0.009,,0.67,,0.03,,,,0.68
10728,FINN (ERNE) R AT WATTLE BR,H425203,242532,320254,25/04/2017,0,,0.008,,0.55,<  ,0.01,,,,0.56
